1024	2.44141
2048	2.44141
4096	2.44141
8192	2.47192
16384	2.48718
32768	2.54059
65536	2.86484
131072	2.83051
262144	3.34549
524288	4.47702
1048576	6.11877
2097152	6.75893
4194304	7.24828
8388608	7.57912
16777216	7.74264
33554432	9.06997
67108864	9.72199

